,match_id,game_time,winner,feature_1,feature_2,feature_3,feature_4
641,3712778240.0,524.7938499999998,1.0,1112.5426870470292,-397.3369428483896,1.0,6305.0
642,3712778240.0,545.45545,1.0,988.5875419983188,-408.09192720264105,0.0,6305.0
643,3712778240.0,566.11705,1.0,440.9929515559917,-937.4631534460657,-1.0,6305.0
644,3712778240.0,586.7786500000002,1.0,45.49435812380142,-1320.7389416194699,1.0,6420.0
645,3712778240.0,607.44035,1.0,769.1306495045982,-489.0798722029204,2.0,6420.0
646,3712778240.0,628.1019499999999,1.0,1075.3817482611898,-300.25632373453567,0.0,6420.0
647,3712778240.0,648.76355,1.0,1087.0056786657906,-356.95386676174695,0.0,6535.0
648,3712778240.0,669.4251500000001,1.0,1076.7885929296726,-120.46239936243786,0.0,6535.0
649,3712778240.0,690.05345,1.0,874.8619266182205,-334.58749450171484,0.0,6650.0
650,3712778240.0,710.7151500000001,1.0,1406.746050446117,35.8325115274845,1.0,6650.0
651,3712778240.0,731.37675,1.0,1460.0668128905022,-134.85436947303236,0.0,6650.0
756,3712904364.0,18.61743000000013,-1.0,114.85187940351648,0.0,0.0,5500.0
757,3712904364.0,39.279049999999984,-1.0,70.07398333646772,0.0,0.0,5500.0
758,3712904364.0,59.94069999999999,0.0,60.99548075890666,0.0,0.0,5500.0
759,3712904364.0,80.60230000000001,0.0,348.08082088612616,50.46621341708027,0.0,5500.0
760,3712904364.0,101.26390000000004,0.0,312.8925507861562,55.453164393833895,0.0,5500.0
761,3712904364.0,121.92554000000008,0.0,235.7978895612413,41.89621128064343,0.0,5500.0
762,3712904364.0,142.5871599999999,0.0,169.42258869256375,-64.12406924922236,0.0,5500.0
763,3712904364.0,163.2488000000001,0.0,11.517383745576794,-273.01757221891205,0.0,5615.0
764,3712904364.0,183.9104,0.0,-229.96135850276298,-308.3570405460498,-1.0,5615.0
765,3712904364.0,204.5720000000001,0.0,-265.67020611228736,-144.69114681810146,0.0,5615.0
766,3712904364.0,225.2336,0.0,-138.96319307165578,-157.87407080408252,0.0,5730.0
767,3712904364.0,245.89529999999996,0.0,-182.73218512212227,-369.3647532197782,0.0,5730.0
768,3712904364.0,266.55690000000004,0.0,-228.487437231478,-607.589666431478,0.0,5730.0
769,3712904364.0,287.21849999999995,0.0,-23.23909233379804,-423.3562182966185,1.0,5845.0
770,3712904364.0,307.88010000000014,0.0,91.07843264006034,-203.15522142789257,0.0,5845.0
771,3712904364.0,328.5417,0.0,-61.84362690966782,-335.9036239955059,0.0,5845.0
772,3712904364.0,349.20340000000016,0.0,56.214752054406716,-231.58336028399108,0.0,5960.0
773,3712904364.0,369.865,0.0,6.010817268780848,-249.6744982805642,0.0,5960.0
774,3712904364.0,390.5265999999999,0.0,-311.89695769617475,-334.93275709733285,0.0,6075.0
775,3712904364.0,411.18820000000005,0.0,-417.93632828939786,-181.7841685040022,0.0,6075.0
776,3712904364.0,431.84989999999993,0.0,-317.15479156137457,101.90620606127476,0.0,6075.0
777,3712904364.0,452.51150000000007,0.0,-377.4019271421871,172.31664832920174,0.0,6190.0
850,3713023478.0,20.716900000000013,-1.0,-127.44096139439692,0.0,0.0,5500.0
851,3713023478.0,41.378550000000025,-1.0,-29.05532153065853,0.0,0.0,5500.0
852,3713023478.0,62.0401700000001,1.0,15.152482217954296,0.0,0.0,5500.0
853,3713023478.0,82.70180000000005,1.0,19.520981653037893,0.0,0.0,5500.0
854,3713023478.0,103.36340000000007,1.0,25.105667284226197,0.0,0.0,5500.0
855,3713023478.0,124.02503000000013,1.0,75.48098903079888,0.0,0.0,5500.0
856,3713023478.0,144.68665,1.0,50.292396302033424,-8.886971162659536,0.0,5500.0
857,3713023478.0,165.3483,1.0,50.3018087148275,66.42594098595943,0.0,5615.0
858,3713023478.0,186.0099,1.0,53.700435514149554,-5.846720493683642,-1.0,5615.0
859,3713023478.0,206.67150000000004,1.0,-379.07319344756036,-353.509848897742,0.0,5615.0
860,3713023478.0,227.33314000000007,1.0,109.85782027665518,-240.01803066909744,0.0,5730.0
861,3713023478.0,247.99476000000004,1.0,114.9209224220026,-453.0445156811557,0.0,5730.0
862,3713023478.0,268.6564000000001,1.0,98.11129460311136,-606.5164910823909,0.0,5730.0
863,3713023478.0,289.318,1.0,155.41074868602752,-350.7047497426101,0.0,5845.0
864,3713023478.0,309.9796000000001,1.0,426.0120332781514,-208.16072861814084,0.0,5845.0
865,3713023478.0,330.6412,1.0,480.2968918480228,-137.80345396208202,0.0,5960.0
866,3713023478.0,351.30290000000014,1.0,15.318188213656034,-336.67157039641535,-1.0,5960.0
867,3713023478.0,371.9645,1.0,-355.7419827843035,-575.7575828615754,0.0,5960.0
868,3713023478.0,392.6261,1.0,-389.5223079440478,-606.2021592079178,0.0,6075.0
869,3713023478.0,413.28770000000014,1.0,-250.07877888509697,-358.34339178563744,0.0,6075.0
870,3713023478.0,433.9493,1.0,-273.5861205796699,-327.9863014921698,0.0,6075.0
871,3713023478.0,454.61100000000016,1.0,-344.6842462882383,-415.171992935924,0.0,6190.0
872,3713023478.0,475.2726,1.0,-257.31456032823644,-467.0526254100128,0.0,6190.0
873,3713023478.0,495.93420000000015,1.0,-345.085315680268,-437.94714099373925,0.0,6190.0
874,3713023478.0,516.5958,1.0,-393.36372168496047,-586.2095373231583,0.0,6305.0
875,3713023478.0,537.2574999999998,1.0,-441.4286646371228,-669.4598716922487,0.0,6305.0
876,3713023478.0,557.9191000000002,1.0,-254.50491307188716,-455.5157571831343,0.0,6305.0
877,3713023478.0,578.5807,1.0,92.7366290281836,-289.4268437045165,0.0,6420.0
878,3713023478.0,599.2423000000001,1.0,144.40532334445084,-339.739903681876,0.0,6420.0
879,3713023478.0,619.9039,1.0,468.71230529233037,-344.41431292336813,0.0,6420.0
880,3713023478.0,640.5656000000001,1.0,618.5712396396226,-329.37730549271026,0.0,6535.0
881,3713023478.0,661.2272,1.0,479.5645580916062,-566.3432165135646,-1.0,6535.0
882,3713023478.0,681.8888000000002,1.0,122.66353612273956,-1006.2840476904912,0.0,6535.0
883,3713023478.0,702.5504000000003,1.0,87.42835424364364,-1043.6414262922576,1.0,6650.0
884,3713023478.0,723.212,1.0,500.3681644125432,-412.98605519128,0.0,6650.0
885,3713023478.0,743.8737000000001,1.0,293.95242973644866,-488.12524927008985,0.0,6650.0
886,3713023478.0,764.5353,1.0,234.39615815967807,38.03797283409696,0.0,6765.0
973,3713946952.0,4.187599999999975,-1.0,-46.529279999999744,0.0,0.0,0.0
974,3713946952.0,24.815899999999946,-1.0,31.413494047948227,0.0,0.0,5500.0
975,3713946952.0,45.47749999999997,-1.0,99.19928483447426,0.0,0.0,5500.0
976,3713946952.0,66.13914,0.0,117.94453324705044,0.0,0.0,5500.0
977,3713946952.0,86.80075999999997,0.0,119.79688418453988,0.0,0.0,5500.0
978,3713946952.0,107.4624,0.0,119.97992868022295,0.0,0.0,5500.0
979,3713946952.0,128.1239999999999,0.0,245.2174371551125,-9.194364863593748,1.0,5500.0
980,3713946952.0,148.7855999999999,0.0,465.81504638077735,0.2892522293222264,0.0,5500.0
981,3713946952.0,169.44724999999994,0.0,-261.83859092630263,47.99292087075984,0.0,5615.0
982,3713946952.0,190.10889999999995,0.0,-315.1883980815449,129.1749164988826,0.0,5615.0
983,3713946952.0,210.77049999999986,0.0,-429.6075187739621,-15.79160217482141,0.0,5730.0
984,3713946952.0,231.4321,0.0,-287.52723702365245,-91.3821179510394,0.0,5730.0
985,3713946952.0,252.06039999999985,0.0,-285.12291530757125,-148.73395259680302,0.0,5730.0
986,3713946952.0,272.722,0.0,-466.33789247525766,-440.4504684005612,0.0,5845.0
987,3713946952.0,293.3835999999999,0.0,-613.8026039178652,-605.6381912261846,0.0,5845.0
988,3713946952.0,314.0453,0.0,-452.1763442669746,-543.9544184554139,1.0,5845.0
989,3713946952.0,334.7068999999999,0.0,-250.4131509623351,-635.4161961472694,0.0,5960.0
990,3713946952.0,355.36850000000015,0.0,-275.92847307837377,-821.5721578552804,0.0,5960.0
991,3713946952.0,376.0301,0.0,-450.4722157445684,-1123.0739361889546,0.0,5960.0
992,3713946952.0,396.69180000000006,0.0,-688.2496050343266,-1240.694416415706,0.0,6075.0
993,3713946952.0,417.3534,0.0,-836.3686946065654,-1313.4426845479215,-1.0,6075.0
994,3713946952.0,438.0149999999999,0.0,-1158.2529812893954,-1336.2469990569396,0.0,6075.0
995,3713946952.0,458.6766,0.0,-1160.6559868846982,-1163.53251462663,0.0,6190.0
996,3713946952.0,479.3381999999999,0.0,-1032.289307879851,-1148.3741602689727,1.0,6190.0
997,3713946952.0,499.9999,0.0,-783.3362817313587,-1063.7346193501073,0.0,6190.0
998,3713946952.0,520.6614999999998,0.0,-606.0040304814023,-1200.8136815332282,0.0,6305.0
999,3713946952.0,541.3230999999998,0.0,-517.9193083691737,-1218.8957040471564,0.0,6305.0
1000,3713946952.0,561.9847,0.0,-395.3821863785298,-969.1043804526041,0.0,6305.0
1001,3713946952.0,582.6462999999999,0.0,-307.1205133634182,-886.1328716785872,0.0,6420.0
1002,3713946952.0,603.308,0.0,-652.3742978551412,-1314.1985223837735,0.0,6420.0
1003,3713946952.0,623.9695999999999,0.0,-1138.6484963460732,-1962.25531756768,0.0,6420.0
1004,3713946952.0,644.6311999999998,0.0,-917.7632450588518,-1954.4975661142762,0.0,6535.0
1005,3713946952.0,665.2927999999997,0.0,-1018.1012078952907,-2262.440893432728,0.0,6535.0
1006,3713946952.0,685.9543999999999,0.0,-962.4073276405954,-2132.209030398371,0.0,6535.0
1007,3713946952.0,706.6161,0.0,-1152.8719716608266,-2537.154378330385,0.0,6650.0
1008,3713946952.0,727.2776999999999,0.0,-1322.2693140991687,-2761.0315242726033,0.0,6650.0
1057,3714008269.0,20.716900000000013,-1.0,30.0,0.0,0.0,5500.0
1058,3714008269.0,41.37850000000003,-1.0,84.85178431105476,0.0,0.0,5500.0
1059,3714008269.0,62.040129999999984,1.0,77.87151288245866,0.0,0.0,5500.0
1060,3714008269.0,82.70175000000006,1.0,34.730536926691734,0.0,0.0,5500.0
1061,3714008269.0,103.36340000000007,1.0,343.9722783441157,22.026032522000424,1.0,5500.0
1062,3714008269.0,124.02499999999998,1.0,637.3972007214603,-3.0548650421068952,0.0,5500.0
1063,3714008269.0,144.6866,1.0,659.4118695906453,-37.75315909631258,0.0,5500.0
1064,3714008269.0,165.34824000000003,1.0,631.7291034659886,-175.21977445623747,0.0,5615.0
1065,3714008269.0,186.00986,1.0,1126.1275085514612,281.3835603615072,0.0,5615.0
1066,3714008269.0,206.67150000000004,1.0,1357.0842522818455,831.7979878970704,0.0,5615.0
1067,3714008269.0,227.3331000000001,1.0,1233.5894603296988,835.9210985441168,0.0,5730.0
1068,3714008269.0,247.99470000000008,1.0,1197.990399899737,680.9942345592015,0.0,5730.0
1069,3714008269.0,268.65634000000006,1.0,1029.554649123406,742.6129455153903,0.0,5730.0
1070,3714008269.0,289.28464000000014,1.0,968.5937121324562,640.0230531695051,0.0,5845.0
1071,3714008269.0,309.94625999999994,1.0,1271.3011020422105,1081.3691688072763,0.0,5845.0
1072,3714008269.0,330.6079000000001,1.0,1600.2545029544485,1226.340125884356,0.0,5960.0
1073,3714008269.0,351.2695,1.0,1899.5319005361014,1400.0197537533554,0.0,5960.0
1074,3714008269.0,371.93110000000013,1.0,1856.9151295017605,1351.6438936122024,-1.0,5960.0
1075,3714008269.0,392.5927,1.0,1991.0121703127609,1693.8667926245887,0.0,6075.0
1076,3714008269.0,413.2543999999999,1.0,2186.0315887106008,1964.703927762736,0.0,6075.0
1077,3714008269.0,433.91600000000005,1.0,2093.728407489989,2185.112820722735,0.0,6075.0
1078,3714008269.0,454.5776,1.0,2203.4961629985555,2426.482889274977,0.0,6190.0
1079,3714008269.0,475.23920000000015,1.0,2075.5148373165725,2144.146853804264,-1.0,6190.0
1080,3714008269.0,495.9008,1.0,2208.429328177547,2234.653027977106,0.0,6190.0
1081,3714008269.0,516.5292000000002,1.0,2531.967394762497,2849.7355567817744,-1.0,6305.0
1082,3714008269.0,537.1908,1.0,2801.7940587498188,3285.6582574608497,0.0,6305.0
1083,3714008269.0,557.8524000000001,1.0,2815.0040805295403,3255.3779726137336,0.0,6305.0
1084,3714008269.0,578.514,1.0,2514.9586806114253,2905.594014214691,-1.0,6420.0
1085,3714008269.0,599.1423000000002,1.0,2173.0759879987413,2505.437798505397,-1.0,6420.0
1086,3714008269.0,619.8039,1.0,1539.6723757186369,2131.315579208539,-1.0,6420.0
1087,3714008269.0,640.4655000000001,1.0,1322.685935932861,1977.036602224009,0.0,6535.0
1088,3714008269.0,661.1272,1.0,1513.966482712285,2268.5290254086576,0.0,6535.0
1194,3714117760.0,4.154299999999921,-1.0,-323.47080000000005,0.0,0.0,0.0
1195,3714117760.0,24.81594999999993,-1.0,-336.30790366420763,0.0,0.0,5500.0
1196,3714117760.0,45.47754999999995,-1.0,-291.3324831010618,0.0,0.0,5500.0
1197,3714117760.0,66.13914999999997,0.0,-263.09620133203947,0.0,0.0,5500.0
